,sentence,topic,sentiment,tokens,dataset
13630,"giảng viên tận tâm , nhiệt huyết .",0,2,"['giảng_viên', 'tận_tâm', 'nhiệt_huyết']",test
13631,"giáo viên tận tình , dạy truyền đạt tốt .",0,2,"['giáo_viên', 'tận_tình', 'dạy', 'truyền_đạt']",test
13632,em học được nhiều thứ từ môn này ạ colonlove .,1,2,"['học', 'môn', 'colonlove']",test
13633,thầy cần cho sinh viên làm và sửa bài tập trên lớp nhiều hơn .,0,0,"['thầy', 'sinh_viên', 'sửa', 'bài_tập', 'lớp']",test
13634,"bởi chúng em đang đi học , phải học của nhiều môn khác nhau .",3,1,"['đi', 'học', 'học', 'môn']",test
13635,"đồng thời thiết bị ở phòng thực hành hay hỏng hóc , gây gián đoạn và ảnh hưởng tới kết quả và thời gian làm thực hành .",2,0,"['thiết_bị', 'phòng', 'thực_hành', 'hỏng_hóc', 'gián_đoạn', 'ảnh_hưởng', 'kết_quả', 'thực_hành']",test
13636,việc code giấy mất rất nhiều thời gian thay vì phương pháp khác .,1,0,"['code', 'giấy', 'thay_vì', 'phương_pháp']",test
13637,"giáo viên tận tâm , nhiệt tình , dễ tính .",0,2,"['giáo_viên', 'tận_tâm', 'nhiệt_tình', 'dễ_tính']",test
13638,"tuy nhiên , cách trả lời về các vấn đề với sinh viên còn thiếu tôn trọng , đôi khi không trả lời mà dùng những lời lẽ không phù hợp trên cương vị giảng viên hỗ trợ việc học tập cho sinh viên .",0,0,"['trả_lời', 'sinh_viên', 'tôn_trọng', 'đôi_khi', 'trả_lời', 'lời_lẽ', 'cương_vị', 'giảng_viên', 'học_tập', 'sinh_viên']",test
13639,không lan man .,3,2,['lan_man'],test
13640,"nhiệt tình , giảng dạy chi tiết cụ thể .",0,2,"['nhiệt_tình', 'giảng_dạy', 'chi_tiết']",test
13641,"hiểu biết rõ hơn về các ngành học trong trường , được gặp những giáo viên hướng dẫn giỏi từ các khoa khác nhau .",3,2,"['hiểu_biết', 'ngành', 'học', 'trường', 'giáo_viên', 'hướng_dẫn', 'giỏi', 'khoa']",test
13642,"thầy giảng dạy rất tận tâm , có khả năng truyền đạt tốt , sử dụng giờ lên lớp hiệu quả .",0,2,"['thầy', 'giảng_dạy', 'tận_tâm', 'khả_năng', 'truyền_đạt', 'lên_lớp', 'hiệu_quả']",test
13643,thầy cứ mặc định học sinh thông minh .,0,0,"['thầy', 'mặc_định', 'học_sinh', 'thông_minh']",test
13644,nên tăng cường các kỹ năng nghe và nói cho sinh viên .,1,0,"['tăng_cường', 'kỹ_năng', 'sinh_viên']",test
13645,cô tận tâm với sinh viên .,0,2,"['tận_tâm', 'sinh_viên']",test
13646,thầy wzjwz214 giảng rất hay và đưa ra nhiều ví dụ thực tiễn dễ hiểu .,0,2,"['thầy', 'wzjwz214', 'giảng', 'ví_dụ', 'thực_tiễn']",test
13647,giảng viên hài hước nhiệt tình .,0,2,"['giảng_viên', 'hài_hước', 'nhiệt_tình']",test
13648,máy chiếu mờ .,2,0,"['máy_chiếu', 'mờ']",test
13649,có giao tiếp tiếng anh và thực hành giao tiếp trong lớp học nhiều .,0,2,"['giao_tiếp', 'tiếng', 'thực_hành', 'giao_tiếp', 'lớp_học']",test
13650,"ngược lại đề thi nên cho những câu hỏi khó , nhưng thời gian thi rộng để sinh viên có thời gian động não suy nghĩ các giải tăng được tư duy suy luận và sáng tạo hơn là khả năng học thuộc bài như kiểu trên thích hợp cho ngành khác .",1,0,"['ngược_lại', 'đề', 'thi', 'câu', 'thi', 'rộng', 'sinh_viên', 'động_não', 'suy_nghĩ', 'giải', 'tư_duy', 'suy_luận', 'sáng_tạo', 'khả_năng', 'học', 'kiểu', 'thích_hợp', 'ngành']",test
13651,thầy luôn đến sớm hơn sinh viên .,0,2,"['thầy', 'sinh_viên']",test
13652,"giảng viên nhiệt tình , hoà đồng , tận tình chỉ dẫn sinh viên thực hành .",0,2,"['giảng_viên', 'nhiệt_tình', 'hoà_đồng', 'tận_tình', 'chỉ_dẫn', 'sinh_viên', 'thực_hành']",test
13653,có nhiều thời gian hơn để gặp giáo viên và thực hành trên lớp .,1,1,"['giáo_viên', 'thực_hành', 'lớp']",test
13654,"thầy rất nhiệt tình , dạy dễ hiểu .",0,2,"['thầy', 'nhiệt_tình', 'dạy']",test
13655,cô dạy khá khó hiểu cách truyền đạt không rõ ràng .,0,0,"['dạy', 'truyền_đạt', 'rõ_ràng']",test
13656,"giảng viên xinh đẹp , nhiệt tình trong giảng dạy .",0,2,"['giảng_viên', 'xinh_đẹp', 'nhiệt_tình', 'giảng_dạy']",test
13657,"thầy chỉ hướng dẫn , còn lại để sinh viên tìm hiểu nên kiến thức khắc sâu .",0,2,"['thầy', 'hướng_dẫn', 'sinh_viên', 'kiến_thức', 'khắc', 'sâu']",test
13658,nghỉ phải thông báo trước cho lớp .,0,0,"['nghỉ', 'thông_báo', 'lớp']",test
13659,"phòng học còn rất là bụi , phấn viết bảng thì thiếu trầm trọng , khăn lau bảng thì rách tả tơi .",2,0,"['phòng', 'học', 'bụi', 'phấn', 'viết', 'bảng', 'trầm_trọng', 'khăn', 'lau', 'bảng', 'rách', 'tả_tơi']",test
13660,học dồn quá sức .,3,0,"['học', 'dồn', 'quá_sức']",test
13661,"kiến thức nắm được khá nhiều , công nghệ mới cũng được đưa vào giảng dạy .",0,2,"['kiến_thức', 'nắm', 'công_nghệ', 'giảng_dạy']",test
13662,"giáo viên tận tâm , truyền đạt kiến thức dễ hiểu .",0,2,"['giáo_viên', 'tận_tâm', 'truyền_đạt', 'kiến_thức']",test
13663,thầy dạy rất kỹ .,0,2,"['thầy', 'dạy', 'kỹ']",test
13664,"giảng dễ hiểu , dễ tiếp thu .",0,2,"['giảng', 'tiếp_thu']",test
13665,học được nhiều kỹ năng mới và hay .,3,2,"['học', 'kỹ_năng']",test
13666,dạy không liên quan .,0,0,['dạy'],test
13667,cho làm bài tập nhiều hơn nữa .,0,0,['bài_tập'],test
13668,"giảng dạy nhiệt tình , giúp đỡ sinh viên trong quá trình làm đồ án .",0,2,"['giảng_dạy', 'nhiệt_tình', 'giúp_đỡ', 'sinh_viên', 'đồ_án']",test
13669,thầy chấm điểm hơi mắc .,0,0,"['thầy', 'chấm', 'hơi', 'mắc']",test
13670,khả năng truyền đạt không được hiệu quả .,0,0,"['khả_năng', 'truyền_đạt', 'hiệu_quả']",test
13671,đề nghị giảng viên chuẩn bị tốt bài giảng .,0,0,"['đề_nghị', 'giảng_viên', 'giảng']",test
13672,chưa nhận được sự hỗ trợ kịp thời từ giảng viên .,0,0,"['kịp_thời', 'giảng_viên']",test
13673,chỉ dẫn tận tình cho sinh viên .,0,2,"['chỉ_dẫn', 'tận_tình', 'sinh_viên']",test
13674,"giảng dạy dễ hiểu , nhiệt tình .",0,2,"['giảng_dạy', 'nhiệt_tình']",test
13675,"giảng dạy hay , dễ hiểu , tận tình .",0,2,"['giảng_dạy', 'tận_tình']",test
13676,"đến với lớp học của cô wzjwz216 , sinh viên có thể tự nhiên cải thiện kỹ năng giao tiếp của bản thân .",0,2,"['lớp_học', 'wzjwz216', 'sinh_viên', 'tự_nhiên', 'cải_thiện', 'kỹ_năng', 'giao_tiếp']",test
13677,"thầy tận tâm nhiệt tình , tài liệu tiếng anh , tiếng việt được cung cấp đầy đủ .",0,2,"['thầy', 'tận_tâm', 'nhiệt_tình', 'tài_liệu', 'tiếng', 'tiếng', 'việt', 'cung_cấp', 'đầy_đủ']",test
13678,cho nhiều kiến thức bổ ích .,0,2,"['kiến_thức', 'bổ_ích']",test
13679,chỉ cần cho bài tập rồi làm nộp .,1,1,"['bài_tập', 'nộp']",test
13680,"mỗi khi cần giảng giải bài tập , kiến thức , vấn đề gì mà sử dụng đến mạng wifi thì rất tệ làm tốn thời gian của thầy và sinh viên .",2,0,"['giảng_giải', 'bài_tập', 'kiến_thức', 'mạng', 'wifi', 'tệ', 'tốn', 'thầy', 'sinh_viên']",test
13681,giao đề tài không công bằng giữa các nhóm .,0,0,"['giao', 'đề_tài', 'công_bằng']",test
13682,"giảng viên nên code trực tiếp trên máy cho sinh viên xem và sửa , hạn chế code viết trên giấy .",0,0,"['giảng_viên', 'code', 'máy', 'sinh_viên', 'sửa', 'hạn_chế', 'code', 'viết', 'giấy']",test
13683,không cứng nhắc trong cách cho điểm .,0,0,['cứng_nhắc'],test
13684,chưa chuẩn bị kỹ nội dung giảng dạy .,0,0,"['kỹ', 'nội_dung', 'giảng_dạy']",test
13685,cần thêm nhiều thiết bị hỗi trợ học tập .,2,0,"['thiết_bị', 'hỗi', 'trợ', 'học_tập']",test
13686,dạy chưa hiểu rõ bài .,0,0,['dạy'],test
13687,"thân thiện , tận tâm .",0,2,"['thân_thiện', 'tận_tâm']",test
13688,cần tăng cường lớp thực hành .,1,0,"['tăng_cường', 'lớp', 'thực_hành']",test
13689,thầy nên tương tác với sinh viên nhiều hơn ạ .,0,0,"['thầy', 'tương_tác', 'sinh_viên']",test
13690,"thầy vui tính , tận tâm !",0,2,"['thầy', 'vui_tính', 'tận_tâm']",test
13691,"cô dễ thương , giảng dễ hiểu và tận tình .",0,2,"['dễ_thương', 'giảng', 'tận_tình']",test
13692,"chương trình học khá nặng so với sinh viên khoa khác ( seminar , bài tập về nhà , đồ án lớn , thi cuối kỳ , dot ) .",0,0,"['chương_trình', 'học', 'sinh_viên', 'khoa', 'seminar', 'bài_tập', 'đồ_án', 'thi', 'kỳ', 'dot']",test
13693,thầy nên hỗ trợ hướng dẫn và tương tác với các bạn sinh viên nhiều hơn .,0,0,"['thầy', 'hướng_dẫn', 'tương_tác', 'sinh_viên']",test
13694,ảnh hướng tới kết quả chung của em .,3,0,"['ảnh', 'hướng', 'kết_quả']",test
13695,"không đảm bào giờ học trên lớp , sinh viên hỏi trả lời không thỏa mãn theo yêu cầu .",1,0,"['đảm', 'bào', 'học', 'lớp', 'sinh_viên', 'trả_lời', 'thỏa_mãn']",test
13696,"cô giảng bài rất kỹ , có ví dụ minh họa cụ thể .",0,2,"['giảng', 'kỹ', 'ví_dụ', 'minh_họa']",test
13697,có thầy dạy rất nhiệt tình và dễ hiểu .,0,2,"['thầy', 'dạy', 'nhiệt_tình']",test
13698,nhưng trên hết tụi em vẫn biết đó là ý tốt của thầy .,0,2,"['tụi', 'thầy']",test
13699,tận tình với học sinh !,0,2,"['tận_tình', 'học_sinh']",test
13700,giảng viên giảng dạy dễ hiểu .,0,2,"['giảng_viên', 'giảng_dạy']",test
13701,như thế làm bài thật nhàm chán .,1,0,['nhàm_chán'],test
13702,cô giảng còn hơi khó hiểu .,0,0,"['giảng', 'hơi']",test
13703,chất lượng dạy kém .,1,0,"['chất_lượng', 'dạy', 'kém']",test
13704,"những bài giảng của thầy phù hợp với năng lực của sinh viên công nghệ thông tin ngoài những điều trong giáo án sinh viên hiểu được rất nhiều điều về thứ khác bài giảng của thầy rất lý thú , sinh động .",0,2,"['giảng', 'thầy', 'năng_lực', 'sinh_viên', 'công_nghệ', 'thông_tin', 'giáo_án', 'sinh_viên', 'giảng', 'thầy', 'lý_thú', 'sinh_động']",test
13705,"thầy hiền , giảng bài tương đối dễ hiểu .",0,2,"['thầy', 'hiền', 'giảng', 'tương_đối']",test
13706,"cô giảng bài dễ hiểu , vui tính , hòa đồng với sinh viên .",0,2,"['giảng', 'vui_tính', 'hòa', 'đồng', 'sinh_viên']",test
13707,"cô kiên nhẫn với sinh viên , cách tính điểm trực quan .",0,2,"['kiên_nhẫn', 'sinh_viên', 'trực_quan']",test
13708,tiến độ dạy hơi nhanh .,1,0,"['tiến_độ', 'dạy', 'hơi']",test
13709,"một phần do hoàn toàn là tiếng anh , và tụi em vẫn chưa thích nghi kịp .",1,0,"['tiếng', 'tụi', 'thích_nghi', 'kịp']",test
13710,dạy kiến thức sát với thực tế .,0,2,"['dạy', 'kiến_thức', 'sát']",test
13711,"sự thân thiện và không gây áp lực , không khí buổi học luôn thoải mái để tiếp thu bài .",3,2,"['thân_thiện', 'áp_lực', 'không_khí', 'học', 'thoải_mái', 'tiếp_thu']",test
13712,quá tệ .,3,0,['tệ'],test
13713,thầy luôn muốn sinh viên giỏi hơn thông qua việc góp ý và nhận xét .,0,2,"['thầy', 'sinh_viên', 'giỏi', 'thông_qua', 'góp_ý', 'nhận_xét']",test
13714,thầy có nhiều kiến thức hay .,0,2,"['thầy', 'kiến_thức']",test
13715,"giảng viên nhiệt tình trao đổi , giải đáp thắc mắc của sinh viên .",0,2,"['giảng_viên', 'nhiệt_tình', 'trao_đổi', 'giải_đáp', 'thắc_mắc', 'sinh_viên']",test
13716,cô nên giảng bài nhiều hơn .,0,0,['giảng'],test
13717,nên có tiết thực hành hỗ trợ phần đồ án .,1,0,"['tiết', 'thực_hành', 'đồ_án']",test
13718,"giảng viên dạy rất nhiệt tình , dễ hiểu , vui tính .",0,2,"['giảng_viên', 'dạy', 'nhiệt_tình', 'vui_tính']",test
13719,"thầy có cách dạy hay , truyền đạt dễ hiểu , bài tập cho nhiều và cụ thể .",0,2,"['thầy', 'dạy', 'truyền_đạt', 'bài_tập']",test
13720,giảng viên vào lớp toàn đọc báo bấm slide thời lượng không được bảo đảm tầm 9h là đi họp hoài .,0,0,"['giảng_viên', 'lớp', 'toàn', 'đọc', 'báo', 'bấm', 'slide', 'thời_lượng', 'bảo_đảm', 'tầm', '9h', 'đi', 'họp', 'hoài']",test
13721,"giảng viên dạy không hay , đề tài cô đưa ra không hấp dẫn .",0,0,"['giảng_viên', 'dạy', 'đề_tài', 'hấp_dẫn']",test
13722,"yêu cầu của giảng viên quá cao trong khi cái mà sinh viên học được lại quá ít hầu như không có gì ngoài việc dịch các cuốn sách mà không hiểu đúng sai , trong khi dù đúng hay sai cũng không không được giảng viên chỉ ra .",0,0,"['giảng_viên', 'sinh_viên', 'học', 'hầu_như', 'dịch', 'sách', 'sai', 'sai', 'giảng_viên']",test
13723,thầy rất tận tâm với sinh viên .,0,2,"['thầy', 'tận_tâm', 'sinh_viên']",test
13724,do phòng thực hành quá nhỏ nên phòng đào tạo cần chia ca thực hành chứ không nên đề các bạn kéo đến và không có chỗ ngồi .,2,0,"['phòng', 'thực_hành', 'phòng', 'đào_tạo', 'chia', 'ca', 'thực_hành', 'đề', 'kéo', 'chỗ']",test
13725,"giống giải tích 1 , không biết được mục tiêu đạt được môn học .",1,0,"['giải_tích', '1', 'mục_tiêu', 'môn_học']",test
13726,"giảng viên đến lớp đúng giờ , tận tâm .",0,2,"['giảng_viên', 'lớp', 'tận_tâm']",test
13727,"thầy dễ thương , nhiệt tình .",0,2,"['thầy', 'dễ_thương', 'nhiệt_tình']",test
13728,"cô giáo bộ môn rất tận tụy vì sinh viên , không có ý kiến gì thêm .",0,2,"['cô_giáo', 'bộ_môn', 'tận_tụy', 'sinh_viên', 'ý_kiến']",test
13729,"mong thầy chuẩn bị nội dung giảng dạy tốt hơn , đặc biệt là slide .",0,0,"['mong', 'thầy', 'nội_dung', 'giảng_dạy', 'slide']",test
13730,"cách tổ chức thi giữa kỳ không hiệu quả , ảnh hưởng đến sự công bằng và kết quả học tập của sinh viên .",1,0,"['tổ_chức', 'thi', 'kỳ', 'hiệu_quả', 'ảnh_hưởng', 'công_bằng', 'kết_quả', 'học_tập', 'sinh_viên']",test
13731,"cô giảng bài không truyền cảm hứng cho sinh viên , cũng như cô không quản được lớp trong giờ seminar như vậy làm cho mục đích cho lớp seminar không đạt chất lượng .",0,0,"['giảng', 'truyền_cảm_hứng', 'sinh_viên', 'quản', 'lớp', 'seminar', 'mục_đích', 'lớp', 'seminar', 'chất_lượng']",test
13732,cô dạy rất tận tình và gần gũi nhưng tại tụi em lười quá .,0,2,"['dạy', 'tận_tình', 'gần_gũi', 'tụi', 'lười']",test
13733,"mặc dù nhiệt tình nhưng khi truyền đạt thì lại khó hiểu , sử dụng ngôn từ gây khó khăn cho việc hiểu bài .",0,0,"['mặc_dù', 'nhiệt_tình', 'truyền_đạt', 'ngôn_từ']",test
13734,"tận tâm , hay .",0,2,['tận_tâm'],test
13735,"mong cô thay đổi cách dạy cho hiệu quả hơn , để sinh viên yêu thương cô nhiều hơn .",0,0,"['mong', 'dạy', 'hiệu_quả', 'sinh_viên', 'yêu_thương']",test
13736,giọng nói truyền cảm .,0,2,"['giọng', 'truyền_cảm']",test
13737,thầy có phương pháp giảng dạy hay .,0,2,"['thầy', 'phương_pháp', 'giảng_dạy']",test
13738,"khái niệm "" thiết bị di động "" trong môn học cần được định nghĩa lại với cách giảng dạy này .",1,0,"['khái_niệm', 'thiết_bị', 'di_động', 'môn_học', 'định_nghĩa', 'giảng_dạy']",test
13739,"giảng viên truyền đạt dễ hiểu , tận tâm .",0,2,"['giảng_viên', 'truyền_đạt', 'tận_tâm']",test
13740,giảng dạy chán cách truyền đạt kiến thức không phù hợp cho lắm .,0,0,"['giảng_dạy', 'chán', 'truyền_đạt', 'kiến_thức', 'lắm']",test
13741,"cô dạy rất hay , vui tính và dễ hiểu .",0,2,"['dạy', 'vui_tính']",test
13742,giảng viên nhiệt tình và tận tâm với sinh viên .,0,2,"['giảng_viên', 'nhiệt_tình', 'tận_tâm', 'sinh_viên']",test
