sentence,topic,sentiment,dataset,tokens
nếu có hướng dẫn cũng là lý thuyết suông khó áp dụng .,1,0,test,"['hướng_dẫn', 'lý_thuyết', 'suông', 'áp_dụng']"
kêu thầy hướng dẫn mà không chịu chỉ .,0,0,test,"['kêu', 'thầy', 'hướng_dẫn']"
"thầy rất tận tình , nhiệt tình chỉ lại những gì sinh viên còn vướng mắc , truyền đạt kiến thức rất hiệu quả , rất ok !",0,2,test,"['thầy', 'tận_tình', 'nhiệt_tình', 'sinh_viên', 'vướng_mắc', 'truyền_đạt', 'kiến_thức', 'hiệu_quả', 'ok']"
kinh mong nhà trường làm rõ việc này và đảm bảo công bằng cho sinh viên !,1,0,test,"['kinh', 'mong', 'nhà_trường', 'công_bằng', 'sinh_viên']"
thời gian học .,1,1,test,['học']
nhiệt tình và thân thiện .,0,2,test,"['nhiệt_tình', 'thân_thiện']"
cô giáo rất nhiệt tình !,0,2,test,"['cô_giáo', 'nhiệt_tình']"
em mong là có phần khảo sát môn học ở giữa kỳ chứ cuối kỳ thì môn học đã qua đi rồi .,3,0,test,"['mong', 'khảo_sát', 'môn_học', 'kỳ', 'kỳ', 'môn_học', 'đi']"
giảng viên giàu kinh nghiệm sư phạm .,0,2,test,"['giảng_viên', 'giàu', 'kinh_nghiệm', 'sư_phạm']"
giúp đỡ học sinh các bài khó .,0,2,test,"['giúp_đỡ', 'học_sinh']"
"cần tăng những kỹ năng nghe , nói , đọc , viết , tạo môi trường để giao tiếp anh văn hiệu quả .",1,0,test,"['kỹ_năng', 'đọc', 'viết', 'môi_trường', 'giao_tiếp', 'văn', 'hiệu_quả']"
"thực hành hình thức 2 tỏ ra kém hiệu quả , chủ yếu cho cái đồ án môn học rồi sinh viên tự mày mò mà làm , thời gian để sinh viên và giáo viên tương tác không có vì một hai buổi gặp sinh viên không thể giúp sinh viên được nhiều , vì đồ án chỉ tập trung vào một chủ đề nào đó trong môn học nên tổng quan lại là sinh viên chỉ nắm được kiến thức phần được làm , không nắm được các nội dung khác trong nội dung học .",1,0,test,"['thực_hành', 'hình_thức', '2', 'tỏ', 'kém', 'hiệu_quả', 'chủ_yếu', 'đồ_án', 'môn_học', 'sinh_viên', 'mày_mò', 'sinh_viên', 'giáo_viên', 'tương_tác', 'hai', 'sinh_viên', 'giúp', 'sinh_viên', 'đồ_án', 'chủ_đề', 'môn_học', 'tổng_quan', 'sinh_viên', 'nắm', 'kiến_thức', 'nắm', 'nội_dung', 'nội_dung', 'học']"
tiến độ dạy hơi nhanh .,1,0,test,"['tiến_độ', 'dạy', 'hơi']"
môn này em không đươc học với cô wzjwz160 .,3,0,test,"['môn', 'đươc', 'học', 'wzjwz160']"
cách diễn đạt đôi lúc còn khó hiểu .,1,0,test,"['diễn_đạt', 'đôi']"
"em nghĩ nếu môn học dạy kiến thức nền tảng áp dụng lập trình trên nhiều nền tảng khác nhau , không đơn thuần chỉ là j2e thì tốt quá !",1,0,test,"['môn_học', 'dạy', 'kiến_thức', 'nền_tảng', 'áp_dụng', 'lập_trình', 'nền_tảng', 'đơn_thuần', 'j2e']"
"hay giải theo cách của mình , chưa giải thích được nhiều thắc mắc của sinh viên .",0,2,test,"['giải', 'giải_thích', 'thắc_mắc', 'sinh_viên']"
"thiếu nhiệt tình với sinh viên , phần lớn lên lớp đưa đề cho sinh viên tự làm và không có gợi ý cũng như tạo điều kiện tốt nhất cho sinh viên .",0,0,test,"['nhiệt_tình', 'sinh_viên', 'lên_lớp', 'đề', 'sinh_viên', 'gợi_ý', 'sinh_viên']"
đề nghị tăng tiết học cho môn này .,1,0,test,"['đề_nghị', 'tiết', 'học', 'môn']"
giảng còn dài .,0,0,test,['giảng']
cần cho thêm nhiều bài tập kết hợp hướng dẫn để sinh viên tham khảo .,0,0,test,"['bài_tập_kết_hợp', 'hướng_dẫn', 'sinh_viên', 'tham_khảo']"
giảng viên liên tục bỏ buổi dạy mà không có lý do .,0,0,test,"['giảng_viên', 'liên_tục', 'dạy', 'có_lý_do']"
"cô dạy rất nhiệt tình , được làm bài tập ở lớp nhiều , cô sửa và chỉ dẫn tận tình , tạo không khí học tập thoải mái .",0,2,test,"['dạy', 'nhiệt_tình', 'bài_tập', 'lớp', 'sửa', 'chỉ_dẫn', 'tận_tình', 'không_khí', 'học_tập', 'thoải_mái']"
bài tập thực hành sát với lý thuyết .,1,2,test,"['bài_tập', 'thực_hành', 'sát', 'lý_thuyết']"
"giảng viên giảng bài khó nghe , ít tương tác .",0,0,test,"['giảng_viên', 'giảng', 'tương_tác']"
"không có , giáo viên dạy rất ổn !",0,2,test,"['giáo_viên', 'dạy', 'ổn']"
"thầy quan tâm , hỗ trợ nhiều .",0,2,test,['thầy']
nên hướng dẫn cách thực hiện .,0,0,test,['hướng_dẫn']
nội dung môn học hay và bổ ích cho công việc sau này .,1,2,test,"['nội_dung', 'môn_học', 'bổ_ích', 'công_việc']"
phải làm bảng đánh giá kỹ lưỡng về việc học nhóm ngoài giờ học làm tụi em cảm thấy không thoải mái khi học nhóm .,0,0,test,"['bảng', 'kỹ_lưỡng', 'học', 'học', 'tụi', 'thoải_mái', 'học']"
mong cô luôn giữ được phong độ đó .,0,2,test,"['mong', 'phong_độ']"
"giảng bài sinh động , có nhiều cuộc thảo luận trên lớp .",0,2,test,"['giảng', 'sinh_động', 'thảo_luận', 'lớp']"
"thầy có quá trình quản lý công việc , lịch trình rõ ràng , phù hợp với sinh viên .",0,2,test,"['thầy', 'quản_lý', 'công_việc', 'lịch_trình', 'rõ_ràng', 'sinh_viên']"
"không riêng gì em mà tất cả các bạn trong lớp cũng đều mong trường sẽ nhanh chóng trang bị hệ thống máy mới cho môn này ít nhất là ram 4 gb , cpu 2 lõi tốc độ 3dot0 ghz .",2,0,test,"['lớp', 'mong', 'trường', 'nhanh_chóng', 'trang_bị', 'hệ_thống', 'máy', 'môn', 'ram', '4', 'gb', 'cpu', '2', 'lõi', 'tốc_độ', '3dot0', 'ghz']"
"thầy khá nhẹ nhàng , lịch sự , đáp ứng đủ giờ dạy , nhiệt tình bài giảng .",0,2,test,"['thầy', 'nhẹ_nhàng', 'lịch_sự', 'đáp_ứng', 'dạy', 'nhiệt_tình', 'giảng']"
còn ít đưa ví dụ và code trực tiếp để có thể hiểu tại lớp .,0,0,test,"['ví_dụ', 'code', 'lớp']"
thầy dạy rất hay !,0,2,test,"['thầy', 'dạy']"
máy chiếu mờ .,2,0,test,"['máy_chiếu', 'mờ']"
cảm ơn thầy giúp cho em hiểu rõ hơn về công việc của một tester .,0,2,test,"['thầy', 'giúp', 'công_việc', 'tester']"
"thầy dạy dễ hiểu , cho bài tập nhiều .",0,2,test,"['thầy', 'dạy', 'bài_tập']"
""" các bạn có hiểu ý thầy wzjwz287 không ạ "" ( đáp lại thầy là sự im lặng ) .",0,0,test,"['thầy', 'wzjwz287', 'đáp', 'thầy', 'im_lặng']"
"tôi không đồng ý với cách giảng dạy của giáo viên , một bài mà giảng lúc tiếng anh , lúc tiếng việt khoe khả năng của mình và tôi nhận thấy kiến thức trong bài giảng đó tôi không thể nắm bắt được trên 50% .",0,0,test,"['đồng_ý', 'giảng_dạy', 'giáo_viên', 'giảng', 'tiếng', 'tiếng', 'việt', 'khoe', 'khả_năng', 'kiến_thức', 'giảng', 'nắm_bắt', '50']"
không công bằng trong việc điểm danh .,1,0,test,"['công_bằng', 'điểm_danh']"
"cô dạy hay , nhiệt tình .",0,2,test,"['dạy', 'nhiệt_tình']"
tận tình giúp đở sinh viên .,0,2,test,"['tận_tình', 'giúp', 'đở', 'sinh_viên']"
không nên để thầy này tiếp tục dạy mạng máy tính nữa .,0,0,test,"['thầy', 'dạy', 'mạng', 'máy_tính']"
"cô rất nhiệt tình , vui vẻ .",0,2,test,"['nhiệt_tình', 'vui_vẻ']"
"thầy giảng bài , ví dụ rất dễ tiếp thu .",0,2,test,"['thầy', 'giảng', 'ví_dụ', 'tiếp_thu']"
"kiến thức dồi dào , thường xuyên cập nhật thông tin cho sinh viên .",0,2,test,"['kiến_thức', 'dồi_dào', 'thường_xuyên', 'cập_nhật', 'thông_tin', 'sinh_viên']"
giáo viên giảng dạy tận tình .,0,2,test,"['giáo_viên', 'giảng_dạy', 'tận_tình']"
thầy chỉ dạy làm sao để thi chứ không dạy cách học môn lý thuyết mạch điện .,0,0,test,"['thầy', 'dạy', 'thi', 'dạy', 'học', 'môn', 'lý_thuyết', 'mạch', 'điện']"
"dạy miên man , ép buộc sinh viên .",0,0,test,"['dạy', 'miên_man', 'ép_buộc', 'sinh_viên']"
môn wzjwz19 khá xa lạ đối với em .,1,0,test,"['môn', 'wzjwz19', 'xa_lạ']"
"thầy dạy nhiệt tình , dễ hiểu , vote cho thầy năm sao .",0,2,test,"['thầy', 'dạy', 'nhiệt_tình', 'vote', 'thầy']"
nên cải thiện thiết bị để giáo viên truyền đạt được dễ ràng hơn .,2,0,test,"['cải_thiện', 'thiết_bị', 'giáo_viên', 'truyền_đạt', 'ràng']"
"giọng thầy nói khó nghe , giảng buồn ngủ .",0,0,test,"['giọng', 'thầy', 'giảng', 'buồn_ngủ']"
"giảng viên nhiệt tình giảng dạy lý thuyết và cho làm bài tập trên lớp , thường xuyên trao đổi và có những thông báo nhắc nhở cho sinh viên trên courses .",0,2,test,"['giảng_viên', 'nhiệt_tình', 'giảng_dạy', 'lý_thuyết', 'bài_tập', 'lớp', 'thường_xuyên', 'trao_đổi', 'thông_báo', 'nhắc_nhở', 'sinh_viên', 'courses']"
cô dạy rất kỹ và rất quan tâm đến sự truyền đạt của mình đến sinh viên .,0,2,test,"['dạy', 'kỹ', 'truyền_đạt', 'sinh_viên']"
giảng viên là người nhiều kinh nghiệm .,0,2,test,"['giảng_viên', 'kinh_nghiệm']"
tiếng anh tốt .,0,2,test,['tiếng']
sinh viên hiểu thầy mới cho về .,0,2,test,"['sinh_viên', 'thầy']"
kỹ những chương cuối .,3,1,test,"['kỹ', 'chương']"
kéo dài thời gian của buổi học 30 - 45 phút nhưng không làm buổi học thêm hiệu quả .,0,0,test,"['kéo_dài', 'học', '30', '45', 'phút', 'học', 'hiệu_quả']"
chuẩn bị bài học kỹ càng .,0,2,test,"['bài_học', 'kỹ_càng']"
"phòng máy , thết bị cũ .",2,0,test,"['phòng', 'máy', 'thết', 'cũ']"
tận tình giúp đỡ sinh viên .,0,2,test,"['tận_tình', 'giúp_đỡ', 'sinh_viên']"
"nhiệt tình , vui tính , tâm lý .",0,2,test,"['nhiệt_tình', 'vui_tính', 'tâm_lý']"
đặt nhiều câu hỏi trong lúc dạy .,0,2,test,"['câu', 'dạy']"
cô giải bài tập rất kỹ lưỡng .,0,2,test,"['giải', 'bài_tập', 'kỹ_lưỡng']"
có giờ tiếp sinh viên .,0,2,test,"['tiếp', 'sinh_viên']"
"thầy không chỉ dạy cho sinh viên về mặt kiến thức , kèm vào đó thầy còn dạy cho sinh viên về đạo đức , tính nhân bản , những kinh nghiệm của thầy khi đi làm .",0,2,test,"['thầy', 'dạy', 'sinh_viên', 'mặt', 'kiến_thức', 'kèm', 'thầy', 'dạy', 'sinh_viên', 'đạo_đức_tính', 'nhân_bản', 'kinh_nghiệm', 'thầy', 'đi']"
môn học quá trừu tượng nên cần phải có ví dụ và mô hình cụ thể cho từng phần .,1,0,test,"['môn_học', 'trừu_tượng', 'ví_dụ', 'mô_hình_cụ_thể']"
"giảng viên không nên cho các nhóm tổ chức seminar để tìm hiểu vấn đề mới liên tục hàng tuần , làm vậy nảy sinh nhiều vấn đề doubledot thứ nhất là kiến thức sinh viên thu thập đa phần đều giống nhau , lấy từ một nguồn và làm qua loa đối phó .",0,0,test,"['giảng_viên', 'tổ_chức', 'seminar', 'liên_tục', 'hàng', 'tuần', 'nảy_sinh', 'doubledot', 'kiến_thức', 'sinh_viên', 'thu_thập', 'đa_phần', 'qua_loa', 'đối_phó']"
"môn anh văn trường xếp lịch dạy 4 tiết , như vậy khi học xong sẽ ra muộn khoảng 6h30 mới về đến nhà ở nội thành , vì vậy những môn học 4 tiết như anh văn nên xếp học buổi sáng .",1,0,test,"['môn', 'văn', 'trường', 'xếp', 'lịch', 'dạy', '4', 'tiết', 'học', 'xong', 'muộn', '6h30', 'nội_thành', 'môn_học', '4', 'tiết', 'văn', 'xếp', 'học']"
"tất cả đều mới mẻ nhưng phải làm trong một thời gian ngắn vào cuối kỳ , trong khi đó sinh viên còn phải học rất nhiều thứ khác .",1,0,test,"['mới_mẻ', 'ngắn', 'kỳ', 'sinh_viên', 'học']"
"cần thêm các đội ngũ giảng viên trình độ pgs , gs trở lên , một số là ts nếu có kinh nghiệm nhiều trong nghiên cứu vì đây là môn nghiên cứu khoa học .",1,0,test,"['đội_ngũ', 'giảng_viên', 'trình_độ', 'pgs', 'gs', 'trở', 'ts', 'kinh_nghiệm', 'nghiên_cứu', 'môn', 'nghiên_cứu', 'khoa_học']"
"thầy dạy tận tâm , luôn giải đáp thắc mắc cho học trò .",0,2,test,"['thầy', 'dạy', 'tận_tâm', 'giải_đáp', 'thắc_mắc', 'học_trò']"
thái độ làm việc tốt .,0,2,test,"['thái_độ', 'làm_việc']"
"giảng viên tận tình , giảng dạy chi tiết , dễ tiếp thu .",0,2,test,"['giảng_viên', 'tận_tình', 'giảng_dạy', 'chi_tiết', 'tiếp_thu']"
giảng viên giảng bài rất hay .,0,2,test,"['giảng_viên', 'giảng']"
thầy cho học cực kỳ ít buổi và cũng không bù .,0,0,test,"['thầy', 'học', 'cực_kỳ', 'bù']"
dạy quá nhanh và đôi chút hơi khó hiểu .,0,0,test,"['dạy', 'đôi_chút', 'hơi']"
"thầy dạy rất nhiệt tình , cập nhật thường xuyên những công nghệ mới trong giảng dạy .",0,2,test,"['thầy', 'dạy', 'nhiệt_tình', 'cập_nhật', 'thường_xuyên', 'công_nghệ', 'giảng_dạy']"
"giáo viên vui vẻ , giảng dạy nhiệt tình .",0,2,test,"['giáo_viên', 'vui_vẻ', 'giảng_dạy', 'nhiệt_tình']"
"phòng giảng đường quá nóng , bảng ở xa nên không nhìn thấy chữ ở trên bảng .",2,0,test,"['phòng', 'giảng_đường', 'nóng', 'bảng', 'chữ', 'bảng']"
cần đổi máy chiếu .,2,0,test,"['đổi', 'máy_chiếu']"
giáo viên không cho đồ án môn học .,0,0,test,"['giáo_viên', 'đồ_án', 'môn_học']"
phòng máy nên được quan tâm vì nhiều máy hỏng làm nhiều bạn không có laptop khó thực hành .,2,0,test,"['phòng', 'máy', 'máy', 'hỏng', 'laptop', 'thực_hành']"
"tận tâm , truyền đạt dễ hiểu .",0,2,test,"['tận_tâm', 'truyền_đạt']"
tốc độ giảng bài hơi nhanh .,0,0,test,"['tốc_độ', 'giảng', 'hơi']"
ít demo .,0,0,test,['demo']
giảng nhiều kiến thức hay .,0,2,test,"['giảng', 'kiến_thức']"
giảng viên truyền đạt bài rất dễ tiếp thu .,0,2,test,"['giảng_viên', 'truyền_đạt', 'tiếp_thu']"
"có hướng dẫn thêm kiến thức bên ngoài , các phương pháp lập trình hiệu quả .",0,2,test,"['hướng_dẫn', 'kiến_thức', 'phương_pháp', 'lập_trình', 'hiệu_quả']"
"cô dạy rất nhiệt tình , cô luôn mở rộng kiến thức cho sinh viên .",0,2,test,"['dạy', 'nhiệt_tình', 'mở_rộng', 'kiến_thức', 'sinh_viên']"
"thầy vui tính , giảng hay , nhiệt tình , kiến thức sâu rộng trong các lĩnh vực .",0,2,test,"['thầy', 'vui_tính', 'giảng', 'nhiệt_tình', 'kiến_thức', 'sâu_rộng', 'lĩnh_vực']"
cô nên gửi tài liệu ( của cô ) trước lên moodle để các em có thể theo dõi kịp các chương học cần nhiều buổi học .,0,0,test,"['gửi', 'tài_liệu', 'moodle', 'theo_dõi', 'kịp', 'chương', 'học', 'học']"
cô vui tính colonsmilesmile .,0,2,test,"['vui_tính', 'colonsmilesmile']"
thầy luôn đảm bảo giờ dạy .,0,2,test,"['thầy', 'dạy']"
nói nhanh .,0,0,test,[]
"thân thiện , có kinh nghiệm .",0,2,test,"['thân_thiện', 'kinh_nghiệm']"
không nhiệt tình giảng bài .,0,0,test,"['nhiệt_tình', 'giảng']"
làm các bài tập và mạch điện đơn giản như thế sẽ hứng thú hơn !,1,0,test,"['bài_tập', 'mạch', 'điện', 'đơn_giản', 'hứng_thú']"
"nếu thầy có nghỉ không dạy nên thông báo trực tiếp cho lớp trưởng , lớp em toàn nhà xa mà lên trường thì phải ngồi đợi cả buổi không thấy thầy vào lớp lúc đó mới biết là được nghỉ .",0,0,test,"['thầy', 'nghỉ', 'dạy', 'thông_báo', 'lớp', 'trưởng', 'lớp', 'toàn', 'trường', 'đợi', 'thầy', 'lớp', 'nghỉ']"
"cho bọn em tự nghiên cứu các phần và tự lên thuyết trình về bài giảng đó , điều đó thật sự rất bổ ích cho bọn em .",0,2,test,"['bọn', 'nghiên_cứu', 'thuyết_trình', 'giảng', 'bổ_ích', 'bọn']"
rất gần gũi và tận tâm .,0,2,test,"['gần_gũi', 'tận_tâm']"
lên lớp không dạy luôn .,0,0,test,"['lên_lớp', 'dạy']"
"thầy dạy dễ hiểu , giảng bài khá kỹ .",0,2,test,"['thầy', 'dạy', 'giảng', 'kỹ']"
hình thức này quá máy móc .,1,0,test,"['hình_thức', 'máy_móc']"
với lượng kiến thức nhiều nên gây sự khó hiểu không tiếp thu kịp .,1,0,test,"['kiến_thức', 'gây_sự', 'tiếp_thu', 'kịp']"
cách giảng viên khuyên bảo thẳng thắn .,0,2,test,"['giảng_viên', 'khuyên_bảo', 'thẳng_thắn']"
mong các thầy cô sẽ đầu tư nhiều hơn vào phần speaking và writing .,0,0,test,"['mong', 'thầy', 'đầu_tư', 'speaking', 'writing']"
"phòng thực hành nên trang bị máy mới , thật sự khó chịu khi đang thực hành mà máy treo , máy hư .",2,0,test,"['phòng', 'thực_hành', 'trang_bị', 'máy', 'khó_chịu', 'thực_hành', 'máy', 'treo', 'máy_hư']"
